"Order#","Date","Subject(s)","Color","Negatives","Prints","Slides","Department","Remarks"
"13294","23517","Bond Drive - Rally at Holiday Inn, Sunnyvale & Elections","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"13308","23519","Bond Drive Headquarters - Three people loading mail bags into a car & Elections","B&W","5 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"13319","23523","Bond Drive - Man posing with an airplane at San Jose Airport (Sierra Club) & Elections","B&W","7 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"13347","23524","Bond Drive - Three committee members at Rickey's (University Lounge), Palo Alto & Elections","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"13355","23525","Bond Drive - Construction of new court house with three committee chairmen & Elections","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"13356","23525","Aerial photographs County Government Center","B&W","8 (Size: 4x5)","8 (Size: 4x5)","0 (Size: N/A)","Photography Department","None"
"13382","23529","Portrait of Howard Campen, County Executive","B&W","9 (Size: 4x5)","7 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"13382","23529","Portrait of Howard Campen, County Executive","B&W","0 (Size: N/A)","18 (Size: 4x5; 5x7; 8x10)","0 (Size: N/A)","Office of the County Executive","Prints stored in Box 1"
"13385","23529","Bond Drive Headquarters - Woman with a sign & Elections","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"13395","23531","Exterior of television station on \""The Hill\""","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Communications Department","None"
"13586","23560","Interior of Muriel Wright Residential Center Girls Ranch","B&W; color","15 (Size: 4x5)","9 (Size: 4x5)","19 (Size: 35mm)","Juvenile Probation Department","Slides are not mounted"
"13879","23601","County signs in San Jose","B&W","109 (Size: 35mm; 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"13893","23603","County signs in North County","B&W","13 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"13894","23603","Aerial photograph of Calero Dam and Reservoir","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Counsel","Copy of photograph"
"13898","23603","Century plant on east side of Administration Building","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"13910","23607","New equipment in television station","Color","0 (Size: N/A)","0 (Size: N/A)","8 (Size: 35mm)","Communications Department","Slides are not mounted"
"13932","23609","Weights and Measures sign and seal","B&W; color","1 (Size: 4x5)","0 (Size: N/A)","3 (Size: 35mm)","Division of Weights and Measures","Slides are not mounted"
"13980","23622","Publicity photographs of Imogene Clark (retired 4/1/1967)","B&W","3 (Size: 4x5)","5 (Size: 2.5x3.5; 4x5)","0 (Size: N/A)","Treasurer","None"
"13985A","23623","Sheriff Department building with San Jose-Alviso Municipal Court building in background","B&W","3 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"13985B","23623","Exterior of San Jose-Alviso Municipal Court building","B&W","2 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"13985C","23623","Exterior of Welfare Department building","B&W","7 (Size: 4x5)","7 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"13985D","23623","Exterior of Administration Building","B&W","9 (Size: 4x5)","5 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"14139","23644","Construction progress of antenna at Communications Center - pouring concrete","B&W; color","7 (Size: 4x5)","0 (Size: N/A)","10 (Size: 35mm)","Communications Department","Slides are not mounted"
"11916","23654","Aerial photographs County Government Center","B&W","7 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Photography Department","None"
"14293","23666","Identification photograph of Robert W. Horger, County Sealer","B&W","2 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Division of Weights and Measures","Includes contact prints"
"14294","23666","Architectural rendering of Sunnyvale-Cupertino Municipal Court building","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","Copy"
"14304","23666","Civil Defense Seal","Color","0 (Size: N/A)","0 (Size: N/A)","3 (Size: 35mm)","Civil Defense","Slides stored in Box 3"
"14339","23670","Construction progress of antenna at Communications Center","B&W","5 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Communications Department","None"
"14342","23671","Construction progress of antenna at Communications Center","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Communications Department","None"
"14453","23687","County signs in San Jose and North County","Color","0 (Size: N/A)","0 (Size: N/A)","8 (Size: 35mm)","Office of the County Executive","Slides are not mounted"
"14568","23705","Portrait of Len Pacheco","B&W","5 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"14735","23727","Interior of television station","B&W","29 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"14742","23728","Swearing in of Judge John M. Klarich in Gilroy by Judge Edward M. Fellows & Gilroy-Morgan Hill Municipal Court","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","South County Justice Court","None"
"14885A","23754","Exterior of North County Office Building, Palo Alto & Courts","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"14885B","23754","Exterior of Welfare Department building","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"14885C","23754","Exterior of Administration Building","B&W","2 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"14931","23762","Interior and exterior of Elmwood (County Jail Farm) (for State Corrections Department)","B&W","16 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Sheriff's Department","None"
"14953","23764","Publicity photographs of Arthur Potts, Director of Poverty Program","B&W","5 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"14958","23767","Portrait of R. Donald Chapman, Public Defender","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","Copy of photograph"
"14961","23767","Swearing in of 1965 Grand Jury & Courts","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Jury Commissioner","None"
"15004","23774","George B. Noll, Assessor, receiving a retirement award from office staff","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the Assessor","None"
"15012","23774","Exterior of South County Office Building (Health Department)","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","Photography Department","None"
"G0232","23774","Portraits of George B. Noll, Assessor, and wife","B&W","6 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Office of the Assessor","None"
"15052","23781","Aerial photograph - example of questionable planning of an area with great scenic and recreational potential","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Planning Department","None"
"15137","23792","Anderson Dam and Reservoir","B&W","9 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Engineering","None"
"15141","23792","Portrait of Judge R. Donald Chapman & Municipal Courts","B&W","3 (Size: 4x5)","3 (Size: 5x7; 8x10)","0 (Size: N/A)","Office of the County Executive","Prints stored in Box 1"
"15179","23799","Portrait of Edward Sebley, new court clerk of Palo Alto Municipal Court","B&W","6 (Size: 4x5)","5 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"15255","23812","Portrait of Dave Creighton","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency","None"
"15261A","23812","Portrait of Judge John M. Klarich & Gilroy-Morgan Hill Municipal Court","B&W","9 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","South County Justice Court","None"
"15261B","23812","Portrait of Judge John M. Klarich & Gilroy-Morgan Hill Municipal Court","B&W","0 (Size: N/A)","9 (Size: 4x5)","0 (Size: N/A)","South County Justice Court","None"
"15347","23824","Portrait of Ignacio Galindo, Assistant of Economic Opportunity Commission","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"15394","23827","Portrait of Judge George H. Barnett & Municipal Courts","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"15414A","23832","Exterior of County Hospital & Valley Medical Center","B&W","7 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"15414B","23832","Exterior of Health Department & Valley Medical Center","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"15414C","23832","Exterior of Welfare Department building","B&W","8 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"15430","23833","Portrait of Judge Edward M. Fellows & Gilroy-Morgan Hill Municipal Court","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","South County Justice Court","Copy of photograph"
"G0051","23833","First Public Defenders' staff & Courts","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"15465","23839","Portrait of Judge Edwin J. Owens & Superior Courts","B&W","4 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","Jury Commissioner","None"
"15555","23848","People watching IBM machine (Harris Votomatic Machine) tabulating results of voting in San Jose city elections","B&W","31 (Size: 35mm; 4x5)","0 (Size: N/A)","0 (Size: N/A)","Registrar of Voters","None"
"15612","23854","Portrait of Judge Harold Holden (retired 1967) & Superior Courts","B&W","5 (Size: 4x5)","4 (Size: 4x5; 8x10)","0 (Size: N/A)","Jury Commissioner","Prints stored in Box 1"
"15630","23858","Exterior of South County Office Building (Health Department)","Color","0 (Size: N/A)","0 (Size: N/A)","2 (Size: 35mm)","Health Department","Slides are not mounted"
"15781","23874","Exterior of County Jail","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Sheriff's Department","None"
"16057","23908","Two models of proposed picnic structures for Vasona Lake County Park","B&W","9 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"16068","23909","Publicity photographs of Olivia Thebus","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Agricultural Cooperative Extension","None"
"16127","23917","Exterior of County Hospital & Valley Medical Center","B&W; color","6 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Health Department","None"
"16195","23925","Architectural rendering of Sunnyvale-Cupertino Municipal Court building","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","Copy"
"16275","23937","Mount Madonna County Park - activities, trees, deer","B&W; color","15 (Size: 4x5)","0 (Size: N/A)","31 (Size: 35mm)","N/A","Slides are not mounted"
"16295","23942","Exterior of Welfare Department building","Color","0 (Size: N/A)","0 (Size: N/A)","6 (Size: 35mm)","Office of the County Executive","Slides are not mounted"
"16321","23943","Portrait of Judge Marse G. Del Mutolo (retired 12/68) & Superior Courts","B&W","3 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","Jury Commissioner","None"
"16372","23950","Hall of Records","B&W","0 (Size: N/A)","5 (Size: 8x10)","0 (Size: N/A)","N/A","Prints stored in Box 1"
"16423","23957","Architectural rendering of food concession building at Vasona Lake County Park","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","Copy"
"16495","23965","Architectural rendering of food concession building at Vasona Lake County Park","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","Copies"
"16518","23966","Exterior of Welfare Department building","B&W","9 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"16525","23967","Exterior of South County Office Building (Health Department)","B&W","2 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Health Department","None"
"16625","23980","Daniel Allison, new Administrative Analyst in Executive Office","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"16814B","24005","Aerial photographs of the County Fairgrounds","B&W","0 (Size: N/A)","24 (Size: 4x5)","0 (Size: N/A)","County Fair","Prints of #16814A"
"16890A","24015","Exterior of Administration Building","B&W","4 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"17196A","24049","Aerial photographs of Reid-Hillview Airport","B&W; color","1 (Size: 4x5)","0 (Size: N/A)","3 (Size: 35mm)","Department of Parks and Recreation","Slides are not mounted"
"17196B","24049","Aerial photographs of Agnew State Hospital","Color","0 (Size: N/A)","0 (Size: N/A)","2 (Size: 35mm)","Department of Parks and Recreation","Slides are not mounted"
"17196C","24049","Aerial photographs of South San Jose - Bicycle Stadium","Color","0 (Size: N/A)","0 (Size: N/A)","4 (Size: 35mm)","Department of Parks and Recreation","Slides are not mounted"
"17196D","24049","Aerial photographs of Santa Teresa Golf Course and recreation area","Color","0 (Size: N/A)","0 (Size: N/A)","7 (Size: 35mm)","Department of Parks and Recreation","Slides are not mounted"
"17196E","24049","Aerial photographs of Crystal Springs Golf Course and Milpitas","Color","0 (Size: N/A)","0 (Size: N/A)","3 (Size: 35mm)","Department of Parks and Recreation","Slides are not mounted"
"17196F","24049","Aerial photographs of Stevens Creek County Park and Reservoir","Color","0 (Size: N/A)","0 (Size: N/A)","5 (Size: 35mm)","Department of Parks and Recreation","Slides are not mounted"
"17196G","24049","Aerial photographs of Vasona Lake County Park","Color","0 (Size: N/A)","0 (Size: N/A)","7 (Size: 35mm)","Department of Parks and Recreation","Slides are not mounted"
"17196H","24049","Aerial photographs of Alviso South Bay Yacht Club","Color","0 (Size: N/A)","0 (Size: N/A)","3 (Size: 35mm)","Department of Parks and Recreation","None"
"17196I","24049","Aerial photographs County Government Center","Color","0 (Size: N/A)","0 (Size: N/A)","4 (Size: 35mm)","Department of Parks and Recreation","Slides are not mounted"
"17281","24058","Tour of airport & Reid-Hillview Airport","B&W","8 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Reid-Hillview Airport","None"
"17311","24063","IBM Plant","B&W","14 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Planning Department","None"
"17440","24082","Swearing in of Judge Edward C. Scoyen, North County Municipal Court & Palo Alto Municipal Court","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"17518","24092","Portrait of Richard Armstrong, new Assistant Tax Collector","B&W","4 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","Tax Collector","None"
"17613","24104","Architectural renderings of Rinconado Water Treatment Plant","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Flood Control","Copies"
"G0080","24108","West Valley College & Schools","B&W","2 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"G0182","24108","Norman Woollett at information desk in Superior Court building","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"G0206","24108","Fountain at City of Santa Clara Civic Center","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"G0207","24108","Santa Clara University","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"17683","24113","35th Anniversary of county service - Imogene Clark (retired 4/1/1967)","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Treasurer","None"
"17742","24119","Portraits of Louie Solari and Joseph Musso","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","Copies of photographs"
