"business_id","name","address","CITY","STATE","postal_code","latitude","longitude","phone_number","Geo_Address"
"PR0301433","DELTA DELTA DELTA","702 BOWDOIN ST","STANFORD","CA","94305","37.4224318000","-122.1613598000","+16507238004","POINT (-122.1613598 37.4224318)"
"PR0301434","WINE RACK CAHALAN, THE","5768 SANTA TERESA BL","SAN JOSE","CA","95123","37.2389370000","-121.8509310000","+14081178882","POINT (-121.850931 37.238937)"
"PR0301438","LAS CAZUELAS TAQUERIA","55 RACE ST","SAN JOSE","CA","95126","37.3297010000","-121.9121390000","+14082930115","POINT (-121.912139 37.329701)"
"PR0301443","GOOYI GOOYI","2331 EL CAMINO REAL","SANTA CLARA","CA","95050","37.3524592000","-121.9660891000","+14086159292","POINT (-121.9660891 37.3524592)"
"PR0301444","SAN MARTIN SCHOOL","100 NORTH ST","SAN MARTIN","CA","95046","37.0887890000","-121.6103380000",,"POINT (-121.610338 37.088789)"
"PR0301445","STADIUM LIQUORS","356 KEYES ST","SAN JOSE","CA","95112","37.3232614000","-121.8707557000","+14082781822","POINT (-121.8707557 37.3232614)"
"PR0301446","BHAVIKA'S INDIAN VEGETARIAN FOOD","1053 E EL CAMINO REAL 8","SUNNYVALE","CA","94087","37.3529890000","-122.0043260000",,"POINT (-122.004326 37.352989)"
"PR0301448","POCHA K","2340 EL CAMINO REAL","SANTA CLARA","CA","95050","37.3518980000","-121.9663920000","+14083262191","POINT (-121.966392 37.351898)"
"PR0301449","LOS GATOS CAFE UPTOWN","15662 LOS GATOS BL","LOS GATOS","CA","95032","37.2404320000","-121.9602040000",,"POINT (-121.960204 37.240432)"
"PR0301451","SJSU STUDENT UNION - FLOUR AND SAUCE","390 S 8TH ST","SAN JOSE","CA","95112","37.3354526000","-121.8784589000","+14083321320","POINT (-121.8784589 37.3354526)"
"PR0301454","GEORGE PAYNE SCHOOL","3750 GLEASON AV","SAN JOSE","CA","95130","37.2972910000","-121.9677770000",,"POINT (-121.967777 37.297291)"
"PR0301455","TEAQUERIA","894 EMORY ST","SAN JOSE","CA","95126","37.3406269000","-121.9174899000","+14088913914","POINT (-121.9174899 37.3406269)"
"PR0301457","GRANT ELEMENTARY SCHOOL","470 JACKSON ST","SAN JOSE","CA","95112","37.3515740000","-121.8885380000",,"POINT (-121.888538 37.351574)"
"PR0301460","BLUE PHEASANT RESTAURANT","22100 STEVENS CREEK BL","CUPERTINO","CA","95014","37.3201710000","-122.0603070000",,"POINT (-122.060307 37.320171)"
"PR0301461","PIZZA HUT #281049","464 N MATHILDA AV","SUNNYVALE","CA","94086","37.3863529000","-122.0312315000",,"POINT (-122.0312315 37.3863529)"
"PR0301463","FOODMAXX #422 - GROCERY","3705 EL CAMINO REAL","SANTA CLARA","CA","95051","37.3533590000","-121.9984710000","+14082475200","POINT (-121.998471 37.353359)"
"PR0301464","HAPPY HOLLOW MARKET","1704 SENTER RD","SAN JOSE","CA","95112","37.3182300000","-121.8583720000","+14082898567","POINT (-121.858372 37.31823)"
"PR0301466","MAPLE LEAF DONUTS SJ","6469 ALMADEN EX # 70","SAN JOSE","CA","95120","37.2213049000","-121.8619911000","+14083389880","POINT (-121.8619911 37.2213049)"
"PR0301467","BIG BITES","570 N SHORELINE BL","MOUNTAIN VIEW","CA","94043","37.4029470000","-122.0790370000","+16508884451","POINT (-122.079037 37.402947)"
"PR0301469","NEW TUNG KEE NOODLE HOUSE","262 E SANTA CLARA ST","SAN JOSE","CA","95113","37.3388706000","-121.8848567000","+14082898688","POINT (-121.8848567 37.3388706)"
"PR0301472","""THE OFFICE""","2306 ALMADEN RD F","SAN JOSE","CA","95125","37.2904770000","-121.8801890000","+14082662415","POINT (-121.880189 37.290477)"
"PR0301474","TACOS AL PASTOR","6469-50 ALMADEN EX","SAN JOSE","CA","95120","37.2201580000","-121.8623350000","+14089973548","POINT (-121.862335 37.220158)"
"PR0301475","QUEEN HOUSE","273 CASTRO ST","MOUNTAIN VIEW","CA","94041","37.3928730000","-122.0791120000","+16509600580","POINT (-122.079112 37.392873)"
"PR0301476","TIKI PETE","23 N MARKET ST","SAN JOSE","CA","95113","37.3358080000","-121.8926650000","+14087132900","POINT (-121.892665 37.335808)"
"PR0301477","MADRAS GROCERIES FOOD COURT","1185 W EL CAMINO REAL","SUNNYVALE","CA","94087","37.3737752000","-122.0556567000","+14087740722","POINT (-122.0556567 37.3737752)"
"PR0301478","GOOD LIFE NUTRITION","437 S KIELY BL","SAN JOSE","CA","95117","37.3199840000","-121.9710120000",,"POINT (-121.971012 37.319984)"
"PR0301479","7-ELEVEN FOOD STORE #15071-B/2234","6059 CAHALAN AV","SAN JOSE","CA","95123","37.2400340000","-121.8505200000",,"POINT (-121.85052 37.240034)"
"PR0301483","SUN OF WOLF (SOL BAR) RESTUARANT","406 N CALIFORNIA AV","PALO ALTO","CA","94306","37.4264763000","-122.1447190000","+16502693466","POINT (-122.144719 37.4264763)"
"PR0301484","STATE OF MIND SLICE HOUSE","3850 EL CAMINO REAL","PALO ALTO","CA","94306","37.4171628000","-122.1313953999",,"POINT (-122.1313953999 37.4171628)"
"PR0301485","CASA MIA RESTAURANT","2483 OLD MIDDLEFIELD WY # A","MOUNTAIN VIEW","CA","94043","37.4143250000","-122.0990970000","+14086004051","POINT (-122.099097 37.414325)"
"PR0301489","SUSHI TOMI RESTAURANT INC","635 W DANA ST","MOUNTAIN VIEW","CA","94041","37.3918534000","-122.0779954000",,"POINT (-122.0779954 37.3918534)"
"PR0301491","NOR-CAL SMOKED BBQ","2695 HECKER PASS RD","GILROY","CA","95020","37.0118283000","-121.6219313000","+14088586422","POINT (-121.6219313 37.0118283)"
"PR0301493","ST-THE COHO","459 LAGUNITA AV 1","STANFORD","CA","94305","37.4240960000","-122.1706560000","+16503232646","POINT (-122.170656 37.424096)"
"PR0301495","DISH N DASH","20750 STEVENS CREEK BL","CUPERTINO","CA","95014","37.3224520000","-122.0367210000","+14088571914","POINT (-122.036721 37.322452)"
"PR0301496","VIA SERVICES - KITCHEN","13851 STEVENS CANYON RD","CUPERTINO","CA","95014","37.2844452000","-122.0773279000","+14088671115","POINT (-122.0773279 37.2844452)"
"PR0301497","MARISCOS PUERTO VALLARTA 2","7121 MONTEREY ST","GILROY","CA","95020","37.0021870000","-121.5670200000","+14088489700","POINT (-121.56702 37.002187)"
"PR0301498","LOS PORTALES","430 MOFFETT BL","MOUNTAIN VIEW","CA","94043","37.3994220000","-122.0750970000",,"POINT (-122.075097 37.399422)"
"PR0301500","MCDONALD'S RESTAURANT","2353 MCKEE RD","SAN JOSE","CA","95116","37.3670789000","-121.8485720000","+14089264233","POINT (-121.848572 37.3670789)"
"PR0301501","MANILA ORIENTAL MARKET","2812 S WHITE RD","SAN JOSE","CA","95148","37.3244100000","-121.7966570000","+14084149000","POINT (-121.796657 37.32441)"
"PR0301502","LUNARDI'S MARKET-GROCERY","2666 S BASCOM AV","SAN JOSE","CA","95124","37.2733010000","-121.9347340000","+14083776661","POINT (-121.934734 37.273301)"
"PR0301504","BAY FISH & CHIPS THE","826 W EL CAMINO REAL","SUNNYVALE","CA","94086","37.3548444000","-122.0167365000",,"POINT (-122.0167365 37.3548444)"
"PR0301505","STRATFORD SCHOOL","6670 SAN ANSELMO DR","SAN JOSE","CA","95119","37.2293090000","-121.7885890000","+14083632130","POINT (-121.788589 37.229309)"
"PR0301506","BWS BEER WINE & SPIRIT","940 WILLOW ST STE A","SAN JOSE","CA","95125","37.3096404000","-121.8975941000","+14089770838","POINT (-121.8975941 37.3096404)"
"PR0301507","THE BANK COCKTAIL LOUNGE","14421 BIG BASIN WY","SARATOGA","CA","95070","37.2587780000","-122.0328780000","+14082092178","POINT (-122.032878 37.258778)"
"PR0301508","BRIDGES ACADEMY MIDDLE SCHOOL","1702 MCLAUGHLIN AV","SAN JOSE","CA","95111","37.3257920000","-121.8466580000",,"POINT (-121.846658 37.325792)"
"PR0301509","7-ELEVEN 15440F","787 S 11TH ST","SAN JOSE","CA","95112","37.3296450000","-121.8715960000","+14082947214","POINT (-121.871596 37.329645)"
"PR0301510","7 ELEVEN 14248D","250 W MAUDE AV","SUNNYVALE","CA","94086","37.3885289000","-122.0283612000","+14087363418","POINT (-122.0283612 37.3885289)"
"PR0301513","THE OLD SPAGHETTI FACTORY","51 N SAN PEDRO ST","SAN JOSE","CA","95110","37.3358990000","-121.8940430000","+14082887488","POINT (-121.894043 37.335899)"
"PR0301514","HILLTOP MANOR RESTAURANT","790 IRONWOOD DR","SAN JOSE","CA","95125","37.2853545000","-121.8712929999","+14082672929","POINT (-121.8712929999 37.2853545)"
"PR0301515","7-ELEVEN FOOD STORE #15429","276 N WHISMAN RD","MOUNTAIN VIEW","CA","94043","37.3963050000","-122.0600620000","+16509618762","POINT (-122.060062 37.396305)"
"PR0301516","ERNIE'S LIQUOR","2125 MORRILL AV","SAN JOSE","CA","95132","37.4142280000","-121.8745760000",,"POINT (-121.874576 37.414228)"
"PR0301517","LOS GATOS WINES & LIQUORS","16498 LOS GATOS BL","LOS GATOS","CA","95032","37.2291440000","-121.9662680000","+14083560973","POINT (-121.966268 37.229144)"
"PR0301518","PAPS HECKER PASS LIQUOR","221 1ST ST","GILROY","CA","95020","37.0141961000","-121.5753744000","+16692390934","POINT (-121.5753744 37.0141961)"
"PR0301520","EL GRULLO RESTAURANT","198 S KING RD","SAN JOSE","CA","95116","37.3502840000","-121.8525690000","+14082592328","POINT (-121.852569 37.350284)"
"PR0301523","QUIK STOP MARKET #551070","5 STEWART AV","SAN JOSE","CA","95127","37.3662120000","-121.8270940000","+14089263911","POINT (-121.827094 37.366212)"
"PR0301524","STONEGATE SCHOOL","2605 GASSMANN DR","SAN JOSE","CA","95111","37.3085550000","-121.8364270000",,"POINT (-121.836427 37.308555)"
"PR0301525","CAZADORES BOTTLE SHOP","3777 WILLIAMS RD","SAN JOSE","CA","95117","37.3085680000","-121.9673500000","+14082465335","POINT (-121.96735 37.308568)"
"PR0301528","KAKUNA SUSHI","75 S ABBOTT AV","MILPITAS","CA","95035","37.4271248000","-121.9141096000","+15102921289","POINT (-121.9141096 37.4271248)"
"PR0301529","JOY DUMPLING INC","10895 S BLANEY AV","CUPERTINO","CA","95014","37.3109500000","-122.0243160000","+14086099170","POINT (-122.024316 37.31095)"
"PR0301531","CVS\PHARMACY #9684","2630 W EL CAMINO REAL","MOUNTAIN VIEW","CA","94040","37.4023570000","-122.1144130000","+16509418650","POINT (-122.114413 37.402357)"
"PR0301533","QUIK STOP MARKET #551069","1105 LEEWARD DR","SAN JOSE","CA","95122","37.3482090000","-121.8305840000","+14082587455","POINT (-121.830584 37.348209)"
"PR0301535","QUIMBY OAK SCHOOL","3190 QUIMBY RD","SAN JOSE","CA","95122","37.3247190000","-121.7864570000",,"POINT (-121.786457 37.324719)"
"PR0301536","ERNIE'S LIQUOR STORE","2808 S WHITE RD","SAN JOSE","CA","95148","37.3245130000","-121.7966900000","+14082744422","POINT (-121.79669 37.324513)"
"PR0301539","STONE STEW LLC","4233 MOORPARK AV","SAN JOSE","CA","95129","37.3170981000","-121.9767706000","+14085683005","POINT (-121.9767706 37.3170981)"
"PR0301540","WALGREENS #0900","2105 MORRILL AV","SAN JOSE","CA","95132","37.4139920000","-121.8744120000","+14082635550","POINT (-121.874412 37.413992)"
"PR0301543","7-ELEVEN 15532E","3775 WILLIAMS RD","SAN JOSE","CA","95117","37.3085710000","-121.9673180000","+14082441471","POINT (-121.967318 37.308571)"
"PR0301544","SPROUTS FARMERS MARKET - GROCERY","2060 EL CAMINO REAL","SANTA CLARA","CA","95051","37.3522010000","-121.9605800000",,"POINT (-121.96058 37.352201)"
"PR0301545","CINELUX","2501 S WINCHESTER BL","CAMPBELL","CA","95008","37.2781023080","-121.9498494101","+14085597469","POINT (-121.9498494101 37.278102308)"
"PR0301546","JOHN SUTTER SCHOOL","3200 FORBES AV","SANTA CLARA","CA","95051","37.3344200000","-121.9868790000",,"POINT (-121.986879 37.33442)"
"PR0301548","ZANOTTO FAMILY MARKETS","1970 NAGLEE AV","SAN JOSE","CA","95126","37.3280270000","-121.9315040000","+14082949151","POINT (-121.931504 37.328027)"
"PR0301549","7-ELEVEN FOOD STORE #14259","1674 FOXWORTHY AV","SAN JOSE","CA","95124","37.2701960000","-121.9072610000","+14082655231","POINT (-121.907261 37.270196)"
"PR0301551","PHO BEL-AIR","1751 N 1ST ST STE 60","SAN JOSE","CA","95112","37.3706755000","-121.9164868000","+14084521060","POINT (-121.9164868 37.3706755)"
"PR0301553","EGGHEAD","6201 SANTA TERESA BL","SAN JOSE","CA","95119","37.2369271000","-121.8011870000","+14084401284","POINT (-121.801187 37.2369271)"
"PR0301554","BBQ 152","8295 MONTEREY ST","GILROY","CA","95020","37.0182980000","-121.5744330000","+14088424499","POINT (-121.574433 37.018298)"
"PR0301555","SUNNYVALE COMMUNITY CENTER","550 E REMINGTON DR","SUNNYVALE","CA","94087","37.3577081000","-122.0263136000","+14087307335","POINT (-122.0263136 37.3577081)"
"PR0301556","SAFEWAY # 3403 - GROCERY","580 N RENGSTORFF AV","MOUNTAIN VIEW","CA","94043","37.4114840000","-122.0927330000","+16508693611","POINT (-122.092733 37.411484)"
"PR0301565","MCDONALD'S RESTAURANT #556","556 E EL CAMINO REAL","SUNNYVALE","CA","94087","37.3627710000","-122.0270300000",,"POINT (-122.02703 37.362771)"
"PR0301568","YAKINIQ SAN JOSE","1783 W SAN CARLOS ST","SAN JOSE","CA","95128","37.3238400000","-121.9245000000","+12139052398","POINT (-121.9245 37.32384)"
"PR0301569","7-ELEVEN STORE 2367-15766D","90 STERN AV","CUPERTINO","CA","65014","37.3066070000","-122.0010800000","+14082556711","POINT (-122.00108 37.306607)"
"PR0301572","7-ELEVEN FOOD STORE #2367-16117D","5152 MONTEREY RD","SAN JOSE","CA","951114331","37.2620670000","-121.8126590000","+14082252593","POINT (-121.812659 37.262067)"
"PR0301575","T K NOODLE #1","261 E WILLIAM ST","SAN JOSE","CA","95112","37.3312582000","-121.8793172000",,"POINT (-121.8793172 37.3312582)"
"PR0301577","KENTUCKY FRIED CHICKEN #102","3098 MCKEE RD","SAN JOSE","CA","95127","37.3746280000","-121.8357140000","+14089233260","POINT (-121.835714 37.374628)"
"PR0301585","ODORI SUSHI & TEPPANYAKI","2111 EL CAMINO REAL","PALO ALTO","CA","94306","37.4269978000","-122.1482018000","+16503272222","POINT (-122.1482018 37.4269978)"
"PR0301586","GARDEN FRESH","1245 W EL CAMINO REAL","MOUNTAIN VIEW","CA","94040","37.3880232000","-122.0887462000","+16502902768","POINT (-122.0887462 37.3880232)"
"PR0301587","LIQUOR & FOOD MART","734 S FAIR OAKS AV","SUNNYVALE","CA","94086","37.3629040000","-122.0244500000","+14087337007","POINT (-122.02445 37.362904)"
"PR0301588","PARADISE BIRYANI POINTE","560 N ABEL ST","MILPITAS","CA","95035","37.4355225000","-121.9104461000","+14086342236","POINT (-121.9104461 37.4355225)"
"PR0301589","TEQUILA SHOTS BAR & GRILL","38 N MAIN ST","MILPITAS","CA","95035","37.4310443000","-121.9070934000","+14082627468","POINT (-121.9070934 37.4310443)"
"PR0301590","ALPHA PHI SORORITY","210 S 10TH ST","SAN JOSE","CA","95112","37.3374100000","-121.8781610000","+14087556399","POINT (-121.878161 37.33741)"
"PR0301592","DENNY'S RESTAURANT #9523","8425 SAN YSIDRO AV","GILROY","CA","95020","37.0233778000","-121.5655119000","+14088427678","POINT (-121.5655119 37.0233778)"
"PR0301594","YERBA BUENA HIGH SCHOOL","1855 LUCRETIA AV","SAN JOSE","CA","95112","37.3189280000","-121.8480480000",,"POINT (-121.848048 37.318928)"
"PR0301595","MIKE'S PLACE","5837 CAMDEN AV F","SAN JOSE","CA","95124","37.2345320000","-121.9035982000",,"POINT (-121.9035982 37.234532)"
"PR0301596","LION FOOD CENTER #6","471 S SARATOGA AV","SAN JOSE","CA","95129","37.3189810000","-121.9735823000","+14089845788","POINT (-121.9735823 37.318981)"
"PR0301597","VOYAGER LIQUOR","1211 WILDWOOD AV","SUNNYVALE","CA","94086","37.3917897000","-121.9940960000","+16503468751","POINT (-121.994096 37.3917897)"
"PR0301598","7-ELEVEN FOOD STORE #16189E","1201 WILDWOOD AV","SUNNYVALE","CA","94086","37.3916330000","-121.9942680000",,"POINT (-121.994268 37.391633)"
"PR0301599","POOLSIDE GRILL","625 EL CAMINO REAL","PALO ALTO","CA","94301","37.4411390000","-122.1635590000",,"POINT (-122.163559 37.441139)"
"PR0301600","7-ELEVEN STORE #2233-16422D","370 LEAVESLEY RD","GILROY","CA","950203607","37.0209620000","-121.5699010000","+14088420680","POINT (-121.569901 37.020962)"
"PR0301602","RANGOLI INDIAN RESTAURANT #2","3695 UNION AV","SAN JOSE","CA","95124","37.2604829000","-121.9318129000","+14085590538","POINT (-121.9318129 37.2604829)"
"PR0301603","PANERA BREAD","20807 STEVENS CREEK BL","CUPERTINO","CA","95014","37.3232690000","-122.0380690000","+14089969131","POINT (-122.038069 37.323269)"
"PR0301604","TOMISUSHI RESTAURANT","4336 MOORPARK AV","SAN JOSE","CA","95129","37.3150560000","-121.9784980000","+14082574722","POINT (-121.978498 37.315056)"
"PR0301605","KAIZEN","330 E HAMILTON AV","CAMPBELL","CA","95008","37.2936700000","-121.9444360000","+15105098585","POINT (-121.944436 37.29367)"
"PR0301607","SPANGLER ELEMENTARY","140 N ABBOTT AV","MILPITAS","CA","95035","37.4302660000","-121.9143410000",,"POINT (-121.914341 37.430266)"
"PR0301608","ADEL'S LIQUORS","3737 E EL CAMINO REAL","SANTA CLARA","CA","95051","37.3524300000","-121.9988810000","+19166067568","POINT (-121.998881 37.35243)"
"PR0301609","SAFEWAY #767 BAKERY","6150 BOLLINGER RD","SAN JOSE","CA","95129","37.3099826000","-122.0118860000",,"POINT (-122.011886 37.3099826)"
"PR0301610","LUCKY'S   #774 GROCERY","234 SARATOGA AV","SANTA CLARA","CA","95050","37.3285814000","-121.9652387000",,"POINT (-121.9652387 37.3285814)"
"PR0301612","7-ELEVEN #2366-16269A","4625 ALBANY DR","SAN JOSE","CA","951291108","37.3214300000","-121.9854200000","+14082495929","POINT (-121.98542 37.32143)"
"PR0301613","MI RANCHO MARKET","494 AUZERAIS AV","SAN JOSE","CA","95126","37.3244830000","-121.8969080000","+14088850741","POINT (-121.896908 37.324483)"
"PR0301615","ROUND TABLE PIZZA","1125 S BASCOM AV","SAN JOSE","CA","95128","37.3059095000","-121.9322450000","+14082866222","POINT (-121.932245 37.3059095)"
"PR0301618","LUCKY STRIKE SAN JOSE","5420 THORNWOOD DR","SAN JOSE","CA","95123","37.2544950000","-121.8612530000",,"POINT (-121.861253 37.254495)"
"PR0301619","COST PLUS WORLD MARKET","1084 BLOSSOM HILL RD 17","SAN JOSE","CA","95123","37.2506430000","-121.8736690000",,"POINT (-121.873669 37.250643)"
"PR0301620","OAK RIDGE SCHOOL","5920 BUFKIN DR","SAN JOSE","CA","95123","37.2410200000","-121.8210410000",,"POINT (-121.821041 37.24102)"
"PR0301623","SHERATON PALO ALTO-MAIN KITCHEN","625 EL CAMINO REAL","PALO ALTO","CA","94301","37.4411390000","-122.1635590000",,"POINT (-122.163559 37.441139)"
"PR0301625","CVS/PHARMACY #9700","576 E EL CAMINO REAL","SUNNYVALE","CA","94087","37.3620010000","-122.0270210000","+14087394033","POINT (-122.027021 37.362001)"
"PR0301626","BLUE MAX","828 W EL CAMINO REAL","SUNNYVALE","CA","94087","37.3702738000","-122.0420466000","+14087469500","POINT (-122.0420466 37.3702738)"
"PR0301628","ALANO CLUB","1122 FAIR AV","SAN JOSE","CA","95122","37.3252140000","-121.8473420000",,"POINT (-121.847342 37.325214)"
"PR0301629","PEARL ZANKER ELEMENTARY SCHOOL","1585 FALLEN LEAF DR","MILPITAS","CA","95035","37.4074260000","-121.9051210000",,"POINT (-121.905121 37.407426)"
"PR0301630","MCDONALD'S #2653","797 1ST ST","GILROY","CA","95020","37.0139210000","-121.5861830000",,"POINT (-121.586183 37.013921)"
"PR0301631","AZ MARKET & LIQUOR","1480 HALFORD AV","SANTA CLARA","CA","95051","37.3518330000","-121.9994460000","+14085296417","POINT (-121.999446 37.351833)"
"PR0301632","BIKANER SWEET","1635 HOLLENBECK AV # 1625","SUNNYVALE","CA","94087","37.3420274000","-122.0415221000","+14084629793","POINT (-122.0415221 37.3420274)"
"PR0301634","C & D LIQUORS","435 S KIELY BL","SAN JOSE","CA","95117","37.3199830000","-121.9710690000","+14082463448","POINT (-121.971069 37.319983)"
"PR0301635","GRANADA THEATER","17440 MONTEREY RD","MORGAN HILL","CA","95037","37.1292440000","-121.6530063999","+14086128805","POINT (-121.6530063999 37.129244)"
"PR0301636","SARATOGA SCHOOL","14592 OAK ST","SARATOGA","CA","95070","37.2559070000","-122.0335930000",,"POINT (-122.033593 37.255907)"
"PR0301637","WINE FOUNTAINE THE","4640 PEARL AV","SAN JOSE","CA","95136","37.2645840000","-121.8653130000",,"POINT (-121.865313 37.264584)"
"PR0301638","DELTA GAMMA","360 E REED ST","SAN JOSE","CA","95112","37.3306700000","-121.8756710000",,"POINT (-121.875671 37.33067)"
"PR0301639","7-ELEVEN STORE #2234-16687C","615 S RENGSTORFF AV","MOUNTAIN VIEW","CA","940402105","37.3965800000","-122.1013030000","+16509689077","POINT (-122.101303 37.39658)"
"PR0301640","HAPPY LIQUOR #2","3977 SENTER RD","SAN JOSE","CA","95111","37.2829450000","-121.8237430000","+15105890233","POINT (-121.823743 37.282945)"
"PR0301641","LOWELL ELEMENTARY SCHOOL","625 S 7TH ST","SAN JOSE","CA","95112","37.3295840000","-121.8772320000","+14085356243","POINT (-121.877232 37.329584)"
"PR0301642","TAQUERIA EL CHALATECO","3605 UNION AV","SAN JOSE","CA","95124","37.2614380000","-121.9317070000","+14086284368","POINT (-121.931707 37.261438)"
"PR0301644","HOLIDAY INN SAN JOSE SILICON VALLEY SAN FRESCO RESTAURANT","1350 N 1ST ST","SAN JOSE","CA","95112","37.3615769000","-121.9080460000","+14084536200","POINT (-121.908046 37.3615769)"
"PR0301646","CVS/PHARMACY #9805","1720 S BASCOM AV","CAMPBELL","CA","95008","37.2923380000","-121.9315910000","+14083712055","POINT (-121.931591 37.292338)"
"PR0301648","METRO CITY RESTAURANT & BAR","919 E DUANE AV","SUNNYVALE","CA","94085","37.3891478000","-122.0040162000","+14084802218","POINT (-122.0040162 37.3891478)"
"PR0301649","7-ELEVEN, STORE 2367-16136G","2065 WHITE OAK DR","SANTA CLARA","CA","95051","37.3601180000","-121.9967010000","+14082411701","POINT (-121.996701 37.360118)"
"PR0301650","TASTY DONUTS","485 SARATOGA AV","SAN JOSE","CA","95129","37.3187429000","-121.9737806000",,"POINT (-121.9737806 37.3187429)"
"PR0301651","FLAMINGO'S TAQUERIA F.M","469 SARATOGA AV","SAN JOSE","CA","95129","37.3190151000","-121.9735540000",,"POINT (-121.973554 37.3190151)"
"PR0301653","BERNAL INTERMEDIATE SCHOOL","6610 SAN IGNACIO AV","SAN JOSE","CA","95119","37.2270070000","-121.7908380000",,"POINT (-121.790838 37.227007)"
"PR0301654","ORI-DELI #1","5489 SNELL AV # 20","SAN JOSE","CA","95123","37.2475949000","-121.8298753000",,"POINT (-121.8298753 37.2475949)"
"PR0301655","TACO BELL #992","1365 S PARK VICTORIA DR","MILPITAS","CA","95035","37.4172579000","-121.8758170000","+14082637833","POINT (-121.875817 37.4172579)"
"PR0301657","CVS/PHARMACY #9793","2700 HOMESTEAD RD","SANTA CLARA","CA","95051","37.3390463000","-121.9745668000","+14082477400","POINT (-121.9745668 37.3390463)"
"PR0301658","TRIO COMMUNITY MEALS @ SOUTHSIDE COMMUNITY CENTER","5585 COTTLE RD","SAN JOSE","CA","95111","37.2522766000","-121.8046916000","+14088068924","POINT (-121.8046916 37.2522766)"
"PR0301660","STANFORD UNIVERSITY BOOKSTORE","519 LASUEN ST","STANFORD","CA","94305","37.4248190000","-122.1685710000","+16503291217","POINT (-122.168571 37.424819)"
"PR0301662","SARAVANA BHAVAN","1305 S MARY AV","SUNNYVALE","CA","94087","37.3509810000","-122.0510780000","+14086167755","POINT (-122.051078 37.350981)"
"PR0301663","KENTUCKY FRIED CHICKEN #096","4162 MONTEREY RD","SAN JOSE","CA","95111","37.2777651000","-121.8348323000",,"POINT (-121.8348323 37.2777651)"
"PR0301664","SAN JOSE MOOSE LODGE #401","1825 MT PLEASANT RD","SAN JOSE","CA","95127","37.3500220000","-121.7972120000",,"POINT (-121.797212 37.350022)"
"PR0301665","GUADALAJARA DE DIA","5278 MONTEREY RD # D","SAN JOSE","CA","95111","37.2603537000","-121.8100019000","+14088443258","POINT (-121.8100019 37.2603537)"
"PR0301667","99 RANCH SUPERMARKET - GROCERY","10425 S DE ANZA BL","CUPERTINO","CA","95014","37.3185257000","-122.0324124000","+14085178898","POINT (-122.0324124 37.3185257)"
"PR0301668","HAPPY FLOWER EATERY AND BOBA","1274 PERSIAN DR","SUNNYVALE","CA","94089","37.4065770000","-121.9977260000","+14086578288","POINT (-121.997726 37.406577)"
"PR0301669","MALDONADO'S PIZZA","615 S RENGSTORFF AV # B","MOUNTAIN VIEW","CA","94040","37.3964150000","-122.1010560000","+19255779101","POINT (-122.101056 37.396415)"
"PR0301670","CVS/PHARMACY #9894","10455 S DE ANZA BL","CUPERTINO","CA","95014","37.3163664000","-122.0324031000","+14089962500","POINT (-122.0324031 37.3163664)"
"PR0301671","7-ELEVEN FOOD STORE #16799C","162 W 10TH ST","GILROY","CA","950206501","36.9996380000","-121.5676570000","+14088426848","POINT (-121.567657 36.999638)"
"PR0301675","QUIK STOP MARKET #550093","8400 CHURCH ST","GILROY","CA","95020","37.0196020000","-121.5770300000","+14088429096","POINT (-121.57703 37.019602)"
"PR0301676","KHARTOUM","300 ORCHARD CITY DR","CAMPBELL","CA","95008","37.2854150000","-121.9439380000",,"POINT (-121.943938 37.285415)"
"PR0301677","MIX HUEVOS","5365 CAMDEN AV","SAN JOSE","CA","95124","37.2413523000","-121.9048193000","+14082691005","POINT (-121.9048193 37.2413523)"
"PR0301680","MI RANCHO SUPERMARKET","3840 MONTEREY RD","SAN JOSE","CA","95111","37.2819484000","-121.8390903000","+14086255344","POINT (-121.8390903 37.2819484)"
"PR0301683","ALEXANDER'S PATISSERIE","209 CASTRO ST","MOUNTAIN VIEW","CA","94041","37.3937191000","-122.0789949000","+16508649999","POINT (-122.0789949 37.3937191)"
"PR0301685","QUIKSHOP MARKET","395 N FAIR OAKS AV","SUNNYVALE","CA","94086","37.3832990000","-122.0183730000",,"POINT (-122.018373 37.383299)"
"PR0301687","SANTA CLARA SENIOR CENTER","1303 FREMONT ST","SANTA CLARA","CA","95050","37.3504003000","-121.9492109000","+14086153170","POINT (-121.9492109 37.3504003)"
"PR0301688","LIVE OAK SENIOR NUTRITION SERVICE CENTER","111 CHURCH ST","LOS GATOS","CA","95032","37.2220250000","-121.9777040000","+14083544730","POINT (-121.977704 37.222025)"
"PR0301689","SANTA CLARA GROCERY OUTLET","3520 HOMESTEAD RD","SANTA CLARA","CA","95051","37.3376610000","-121.9934930000","+14082499046","POINT (-121.993493 37.337661)"
"PR0301690","ALL STAR MARKET INC","596 N ABEL ST","MILPITAS","CA","95035","37.4361770000","-121.9105400000",,"POINT (-121.91054 37.436177)"
"PR0301691","7-ELEVEN FOOD STORE 2234-14306C","295 W MAIN AV","MORGAN HILL","CA","95037","37.1274310000","-121.6599610000","+14087794077","POINT (-121.659961 37.127431)"
"PR0301694","MOUNTAIN MIKE'S PIZZA","3918 MIDDLEFIELD RD # B","PALO ALTO","CA","94303","37.4196099000","-122.1098213000","+16508567855","POINT (-122.1098213 37.4196099)"
