geoid,name,total_population,median_household_income,poverty_rate_pct,households_no_vehicle_pct,total_food_businesses,fresh_food_businesses,limited_fresh_food_businesses,restaurant_businesses,fresh_food_share,fresh_food_per_1000_people,food_access_priority_score
060855063024,Block Group 4; Census Tract 5063.02; Santa Clara County; California,1135,186250,,,1,0,1,0,0.0,0.0,1.0
060855116082,Block Group 2; Census Tract 5116.08; Santa Clara County; California,3100,47813,,,26,0,0,2,0.0,0.0,1.0
060855116081,Block Group 1; Census Tract 5116.08; Santa Clara County; California,216,40714,,,17,0,0,9,0.0,0.0,1.0
060855094043,Block Group 3; Census Tract 5094.04; Santa Clara County; California,1240,129145,,,1,0,0,0,0.0,0.0,1.0
060855095001,Block Group 1; Census Tract 5095; Santa Clara County; California,1891,133654,,,2,0,0,0,0.0,0.0,1.0
060855095002,Block Group 2; Census Tract 5095; Santa Clara County; California,1970,177788,,,2,0,0,0,0.0,0.0,1.0
060855115022,Block Group 2; Census Tract 5115.02; Santa Clara County; California,1977,250001,,,13,0,0,0,0.0,0.0,1.0
060855093033,Block Group 3; Census Tract 5093.03; Santa Clara County; California,923,250001,,,1,0,0,0,0.0,0.0,1.0
060855115021,Block Group 1; Census Tract 5115.02; Santa Clara County; California,1045,250001,,,1,0,0,0,0.0,0.0,1.0
060855097001,Block Group 1; Census Tract 5097; Santa Clara County; California,1204,227973,,,1,0,0,0,0.0,0.0,1.0
060855097002,Block Group 2; Census Tract 5097; Santa Clara County; California,803,191696,,,0,0,0,0,,0.0,1.0
060855097003,Block Group 3; Census Tract 5097; Santa Clara County; California,1057,248194,,,8,0,1,1,0.0,0.0,1.0
060855098012,Block Group 2; Census Tract 5098.01; Santa Clara County; California,790,121357,,,0,0,0,0,,0.0,1.0
060855098013,Block Group 3; Census Tract 5098.01; Santa Clara County; California,1628,247500,,,1,0,0,0,0.0,0.0,1.0
060855098014,Block Group 4; Census Tract 5098.01; Santa Clara County; California,1664,222557,,,0,0,0,0,,0.0,1.0
060855098021,Block Group 1; Census Tract 5098.02; Santa Clara County; California,1496,155375,,,5,0,2,1,0.0,0.0,1.0
060855098022,Block Group 2; Census Tract 5098.02; Santa Clara County; California,1594,250001,,,1,0,0,0,0.0,0.0,1.0
060855099011,Block Group 1; Census Tract 5099.01; Santa Clara County; California,1498,250001,,,10,0,0,2,0.0,0.0,1.0
060855115011,Block Group 1; Census Tract 5115.01; Santa Clara County; California,743,250001,,,3,0,0,0,0.0,0.0,1.0
060855093034,Block Group 4; Census Tract 5093.03; Santa Clara County; California,853,47813,,,0,0,0,0,,0.0,1.0
060855093032,Block Group 2; Census Tract 5093.03; Santa Clara County; California,629,92132,,,0,0,0,0,,0.0,1.0
060855077041,Block Group 1; Census Tract 5077.04; Santa Clara County; California,862,241806,,,0,0,0,0,,0.0,1.0
060855091093,Block Group 3; Census Tract 5091.09; Santa Clara County; California,1560,250001,,,2,0,0,1,0.0,0.0,1.0
060855091021,Block Group 1; Census Tract 5091.02; Santa Clara County; California,2138,229505,,,21,0,0,9,0.0,0.0,1.0
060855091023,Block Group 3; Census Tract 5091.02; Santa Clara County; California,1079,250001,,,0,0,0,0,,0.0,1.0
060855091061,Block Group 1; Census Tract 5091.06; Santa Clara County; California,1123,146932,,,15,0,1,3,0.0,0.0,1.0
060855091062,Block Group 2; Census Tract 5091.06; Santa Clara County; California,1087,197250,,,1,0,0,0,0.0,0.0,1.0
060855117022,Block Group 2; Census Tract 5117.02; Santa Clara County; California,687,250001,,,0,0,0,0,,0.0,1.0
060855091071,Block Group 1; Census Tract 5091.07; Santa Clara County; California,1937,81473,,,0,0,0,0,,0.0,1.0
060855091072,Block Group 2; Census Tract 5091.07; Santa Clara County; California,2059,198750,,,5,0,0,1,0.0,0.0,1.0
060855091073,Block Group 3; Census Tract 5091.07; Santa Clara County; California,1111,237396,,,1,0,0,0,0.0,0.0,1.0
060855091082,Block Group 2; Census Tract 5091.08; Santa Clara County; California,1036,199469,,,2,0,0,0,0.0,0.0,1.0
060855091083,Block Group 3; Census Tract 5091.08; Santa Clara County; California,1158,250001,,,0,0,0,0,,0.0,1.0
060855091091,Block Group 1; Census Tract 5091.09; Santa Clara County; California,3180,250001,,,2,0,0,1,0.0,0.0,1.0
060855091101,Block Group 1; Census Tract 5091.10; Santa Clara County; California,1643,208906,,,1,0,0,0,0.0,0.0,1.0
060855093031,Block Group 1; Census Tract 5093.03; Santa Clara County; California,1160,250001,,,0,0,0,0,,0.0,1.0
060855091102,Block Group 2; Census Tract 5091.10; Santa Clara County; California,1674,191023,,,5,0,0,1,0.0,0.0,1.0
060855091111,Block Group 1; Census Tract 5091.11; Santa Clara County; California,2740,170813,,,4,0,0,2,0.0,0.0,1.0
060855091112,Block Group 2; Census Tract 5091.11; Santa Clara County; California,1903,94868,,,1,0,1,0,0.0,0.0,1.0
060855092011,Block Group 1; Census Tract 5092.01; Santa Clara County; California,1638,191557,,,1,0,0,0,0.0,0.0,1.0
060855092012,Block Group 2; Census Tract 5092.01; Santa Clara County; California,1293,-666666666,,,3,0,1,0,0.0,0.0,1.0
060855092021,Block Group 1; Census Tract 5092.02; Santa Clara County; California,1482,202375,,,1,0,0,0,0.0,0.0,1.0
060855117021,Block Group 1; Census Tract 5117.02; Santa Clara County; California,2172,250001,,,6,0,0,4,0.0,0.0,1.0
060855092023,Block Group 3; Census Tract 5092.02; Santa Clara County; California,1040,243690,,,2,0,0,1,0.0,0.0,1.0
060855092024,Block Group 4; Census Tract 5092.02; Santa Clara County; California,639,228846,,,0,0,0,0,,0.0,1.0
060855093021,Block Group 1; Census Tract 5093.02; Santa Clara County; California,1446,250001,,,4,0,0,1,0.0,0.0,1.0
060855117013,Block Group 3; Census Tract 5117.01; Santa Clara County; California,759,250001,,,3,0,0,1,0.0,0.0,1.0
060855114004,Block Group 4; Census Tract 5114; Santa Clara County; California,1035,250001,,,0,0,0,0,,0.0,1.0
060855099022,Block Group 2; Census Tract 5099.02; Santa Clara County; California,1373,250001,,,2,0,0,0,0.0,0.0,1.0
060855099023,Block Group 3; Census Tract 5099.02; Santa Clara County; California,1501,250001,,,0,0,0,0,,0.0,1.0
060855110001,Block Group 1; Census Tract 5110; Santa Clara County; California,1498,155714,,,0,0,0,0,,0.0,1.0
060855107003,Block Group 3; Census Tract 5107; Santa Clara County; California,2427,183990,,,6,0,0,4,0.0,0.0,1.0
060855108011,Block Group 1; Census Tract 5108.01; Santa Clara County; California,1540,250001,,,2,0,0,0,0.0,0.0,1.0
060855108012,Block Group 2; Census Tract 5108.01; Santa Clara County; California,1984,250001,,,1,0,0,0,0.0,0.0,1.0
060855108013,Block Group 3; Census Tract 5108.01; Santa Clara County; California,926,202824,,,1,0,0,0,0.0,0.0,1.0
060855108014,Block Group 4; Census Tract 5108.01; Santa Clara County; California,794,233182,,,4,0,0,3,0.0,0.0,1.0
060855108021,Block Group 1; Census Tract 5108.02; Santa Clara County; California,957,250001,,,0,0,0,0,,0.0,1.0
060855113024,Block Group 4; Census Tract 5113.02; Santa Clara County; California,1831,233803,,,1,0,0,0,0.0,0.0,1.0
060855108031,Block Group 1; Census Tract 5108.03; Santa Clara County; California,1935,250001,,,7,0,0,4,0.0,0.0,1.0
060855109001,Block Group 1; Census Tract 5109; Santa Clara County; California,1729,141016,,,4,0,0,1,0.0,0.0,1.0
060855109002,Block Group 2; Census Tract 5109; Santa Clara County; California,1676,227273,,,2,0,0,0,0.0,0.0,1.0
060855109003,Block Group 3; Census Tract 5109; Santa Clara County; California,1026,213750,,,2,0,0,0,0.0,0.0,1.0
060855110002,Block Group 2; Census Tract 5110; Santa Clara County; California,1204,227500,,,8,0,0,3,0.0,0.0,1.0
060855100011,Block Group 1; Census Tract 5100.01; Santa Clara County; California,1439,146353,,,3,0,0,0,0.0,0.0,1.0
060855110003,Block Group 3; Census Tract 5110; Santa Clara County; California,714,250001,,,2,0,0,1,0.0,0.0,1.0
060855110004,Block Group 4; Census Tract 5110; Santa Clara County; California,2338,250001,,,0,0,0,0,,0.0,1.0
060855110005,Block Group 5; Census Tract 5110; Santa Clara County; California,1426,250001,,,2,0,1,1,0.0,0.0,1.0
060855113023,Block Group 3; Census Tract 5113.02; Santa Clara County; California,359,-666666666,,,0,0,0,0,,0.0,1.0
060855111003,Block Group 3; Census Tract 5111; Santa Clara County; California,1257,181250,,,2,0,0,0,0.0,0.0,1.0
060855111004,Block Group 4; Census Tract 5111; Santa Clara County; California,1220,250001,,,1,0,0,0,0.0,0.0,1.0
060855112001,Block Group 1; Census Tract 5112; Santa Clara County; California,1465,250001,,,0,0,0,0,,0.0,1.0
060855112002,Block Group 2; Census Tract 5112; Santa Clara County; California,1319,250001,,,0,0,0,0,,0.0,1.0
060855112003,Block Group 3; Census Tract 5112; Santa Clara County; California,982,250001,,,1,0,0,0,0.0,0.0,1.0
060855112004,Block Group 4; Census Tract 5112; Santa Clara County; California,999,250001,,,1,0,0,0,0.0,0.0,1.0
060855113011,Block Group 1; Census Tract 5113.01; Santa Clara County; California,1627,250001,,,1,0,0,0,0.0,0.0,1.0
060855107002,Block Group 2; Census Tract 5107; Santa Clara County; California,1745,145972,,,5,0,1,2,0.0,0.0,1.0
060855107001,Block Group 1; Census Tract 5107; Santa Clara County; California,568,241786,,,12,0,1,2,0.0,0.0,1.0
060855106004,Block Group 4; Census Tract 5106; Santa Clara County; California,919,136842,,,5,0,0,1,0.0,0.0,1.0
060855106003,Block Group 3; Census Tract 5106; Santa Clara County; California,2388,215625,,,4,0,0,0,0.0,0.0,1.0
060855100012,Block Group 2; Census Tract 5100.01; Santa Clara County; California,1289,250001,,,1,0,0,0,0.0,0.0,1.0
060855100013,Block Group 3; Census Tract 5100.01; Santa Clara County; California,955,250001,,,0,0,0,0,,0.0,1.0
060855100014,Block Group 4; Census Tract 5100.01; Santa Clara County; California,583,219375,,,4,0,0,1,0.0,0.0,1.0
060855100015,Block Group 5; Census Tract 5100.01; Santa Clara County; California,824,250001,,,0,0,0,0,,0.0,1.0
060855100016,Block Group 6; Census Tract 5100.01; Santa Clara County; California,762,250001,,,2,0,0,0,0.0,0.0,1.0
060855100021,Block Group 1; Census Tract 5100.02; Santa Clara County; California,1468,250001,,,1,0,0,0,0.0,0.0,1.0
060855100022,Block Group 2; Census Tract 5100.02; Santa Clara County; California,1329,250001,,,0,0,0,0,,0.0,1.0
060855100023,Block Group 3; Census Tract 5100.02; Santa Clara County; California,1334,250001,,,1,0,0,0,0.0,0.0,1.0
060855101001,Block Group 1; Census Tract 5101; Santa Clara County; California,1614,250001,,,1,0,0,0,0.0,0.0,1.0
060855101002,Block Group 2; Census Tract 5101; Santa Clara County; California,1178,250001,,,0,0,0,0,,0.0,1.0
060855102001,Block Group 1; Census Tract 5102; Santa Clara County; California,1627,250001,,,0,0,0,0,,0.0,1.0
060855102002,Block Group 2; Census Tract 5102; Santa Clara County; California,981,250001,,,1,0,0,0,0.0,0.0,1.0
060855114003,Block Group 3; Census Tract 5114; Santa Clara County; California,770,250001,,,0,0,0,0,,0.0,1.0
060855103001,Block Group 1; Census Tract 5103; Santa Clara County; California,1412,250001,,,2,0,0,0,0.0,0.0,1.0
060855114002,Block Group 2; Census Tract 5114; Santa Clara County; California,1063,250001,,,0,0,0,0,,0.0,1.0
060855103003,Block Group 3; Census Tract 5103; Santa Clara County; California,724,200592,,,0,0,0,0,,0.0,1.0
060855114001,Block Group 1; Census Tract 5114; Santa Clara County; California,740,250001,,,1,0,0,0,0.0,0.0,1.0
060855104002,Block Group 2; Census Tract 5104; Santa Clara County; California,655,156855,,,0,0,0,0,,0.0,1.0
060855104003,Block Group 3; Census Tract 5104; Santa Clara County; California,915,250001,,,1,0,0,0,0.0,0.0,1.0
060855105001,Block Group 1; Census Tract 5105; Santa Clara County; California,1070,250001,,,11,0,0,4,0.0,0.0,1.0
060855105002,Block Group 2; Census Tract 5105; Santa Clara County; California,1652,201108,,,4,0,0,2,0.0,0.0,1.0
060855105003,Block Group 3; Census Tract 5105; Santa Clara County; California,2189,250001,,,4,0,0,1,0.0,0.0,1.0
060855106001,Block Group 1; Census Tract 5106; Santa Clara County; California,886,196094,,,2,0,0,1,0.0,0.0,1.0
060855090021,Block Group 1; Census Tract 5090.02; Santa Clara County; California,1799,184640,,,0,0,0,0,,0.0,1.0
060855090012,Block Group 2; Census Tract 5090.01; Santa Clara County; California,1362,123140,,,1,0,0,0,0.0,0.0,1.0
060855089004,Block Group 4; Census Tract 5089; Santa Clara County; California,980,79677,,,1,0,0,0,0.0,0.0,1.0
060855119113,Block Group 3; Census Tract 5119.11; Santa Clara County; California,1909,247242,,,0,0,0,0,,0.0,1.0
060855080041,Block Group 1; Census Tract 5080.04; Santa Clara County; California,2775,250001,,,4,0,0,2,0.0,0.0,1.0
060855080042,Block Group 2; Census Tract 5080.04; Santa Clara County; California,1410,250001,,,0,0,0,0,,0.0,1.0
060855080043,Block Group 3; Census Tract 5080.04; Santa Clara County; California,1946,215625,,,1,0,0,1,0.0,0.0,1.0
060855080051,Block Group 1; Census Tract 5080.05; Santa Clara County; California,1182,113629,,,5,0,0,1,0.0,0.0,1.0
060855080053,Block Group 3; Census Tract 5080.05; Santa Clara County; California,1170,250001,,,12,0,0,3,0.0,0.0,1.0
060855080061,Block Group 1; Census Tract 5080.06; Santa Clara County; California,2580,241574,,,23,0,0,5,0.0,0.0,1.0
060855080062,Block Group 2; Census Tract 5080.06; Santa Clara County; California,1237,210278,,,0,0,0,0,,0.0,1.0
060855119122,Block Group 2; Census Tract 5119.12; Santa Clara County; California,1318,211875,,,0,0,0,0,,0.0,1.0
060855081012,Block Group 2; Census Tract 5081.01; Santa Clara County; California,2627,250001,,,41,0,0,8,0.0,0.0,1.0
060855119121,Block Group 1; Census Tract 5119.12; Santa Clara County; California,2322,231286,,,1,0,0,0,0.0,0.0,1.0
060855081021,Block Group 1; Census Tract 5081.02; Santa Clara County; California,2555,217500,,,8,0,2,3,0.0,0.0,1.0
060855082031,Block Group 1; Census Tract 5082.03; Santa Clara County; California,1461,250001,,,0,0,0,0,,0.0,1.0
060855083032,Block Group 2; Census Tract 5083.03; Santa Clara County; California,1339,218713,,,13,0,0,3,0.0,0.0,1.0
060855082032,Block Group 2; Census Tract 5082.03; Santa Clara County; California,1837,250001,,,3,0,0,1,0.0,0.0,1.0
060855082033,Block Group 3; Census Tract 5082.03; Santa Clara County; California,2213,250001,,,3,0,1,1,0.0,0.0,1.0
060855082042,Block Group 2; Census Tract 5082.04; Santa Clara County; California,1126,250001,,,0,0,0,0,,0.0,1.0
060855119112,Block Group 2; Census Tract 5119.11; Santa Clara County; California,820,158295,,,5,0,0,0,0.0,0.0,1.0
060855119111,Block Group 1; Census Tract 5119.11; Santa Clara County; California,1872,94773,,,2,0,0,0,0.0,0.0,1.0
060855082061,Block Group 1; Census Tract 5082.06; Santa Clara County; California,870,250001,,,1,0,0,0,0.0,0.0,1.0
060855082062,Block Group 2; Census Tract 5082.06; Santa Clara County; California,1725,250001,,,2,0,1,0,0.0,0.0,1.0
060855082063,Block Group 3; Census Tract 5082.06; Santa Clara County; California,1453,178427,,,1,0,0,1,0.0,0.0,1.0
060855083011,Block Group 1; Census Tract 5083.01; Santa Clara County; California,1303,239929,,,1,0,0,0,0.0,0.0,1.0
060855083012,Block Group 2; Census Tract 5083.01; Santa Clara County; California,1583,250001,,,3,0,0,0,0.0,0.0,1.0
060855083013,Block Group 3; Census Tract 5083.01; Santa Clara County; California,1575,231786,,,1,0,0,0,0.0,0.0,1.0
060855080032,Block Group 2; Census Tract 5080.03; Santa Clara County; California,872,241750,,,4,0,0,1,0.0,0.0,1.0
060855080031,Block Group 1; Census Tract 5080.03; Santa Clara County; California,1364,183393,,,3,0,0,0,0.0,0.0,1.0
060855079064,Block Group 4; Census Tract 5079.06; Santa Clara County; California,1281,250001,,,0,0,0,0,,0.0,1.0
060855079063,Block Group 3; Census Tract 5079.06; Santa Clara County; California,882,250001,,,1,0,0,0,0.0,0.0,1.0
060855077042,Block Group 2; Census Tract 5077.04; Santa Clara County; California,2505,145329,,,2,0,0,0,0.0,0.0,1.0
060855077051,Block Group 1; Census Tract 5077.05; Santa Clara County; California,1578,196563,,,1,0,0,1,0.0,0.0,1.0
060855077052,Block Group 2; Census Tract 5077.05; Santa Clara County; California,1160,250001,,,0,0,0,0,,0.0,1.0
060855077053,Block Group 3; Census Tract 5077.05; Santa Clara County; California,1215,250001,,,1,0,0,0,0.0,0.0,1.0
060855078052,Block Group 2; Census Tract 5078.05; Santa Clara County; California,965,199792,,,1,0,0,0,0.0,0.0,1.0
060855119141,Block Group 1; Census Tract 5119.14; Santa Clara County; California,2171,250001,,,1,0,0,0,0.0,0.0,1.0
060855078054,Block Group 4; Census Tract 5078.05; Santa Clara County; California,1365,219063,,,3,0,1,0,0.0,0.0,1.0
060855078061,Block Group 1; Census Tract 5078.06; Santa Clara County; California,1312,250001,,,1,0,0,0,0.0,0.0,1.0
060855078062,Block Group 2; Census Tract 5078.06; Santa Clara County; California,1805,201129,,,2,0,0,0,0.0,0.0,1.0
060855078063,Block Group 3; Census Tract 5078.06; Santa Clara County; California,1354,188644,,,1,0,0,1,0.0,0.0,1.0
060855119133,Block Group 3; Census Tract 5119.13; Santa Clara County; California,1471,250001,,,1,0,0,0,0.0,0.0,1.0
060855078071,Block Group 1; Census Tract 5078.07; Santa Clara County; California,1456,250001,,,11,0,0,1,0.0,0.0,1.0
060855078081,Block Group 1; Census Tract 5078.08; Santa Clara County; California,547,208875,,,0,0,0,0,,0.0,1.0
060855078082,Block Group 2; Census Tract 5078.08; Santa Clara County; California,1755,250001,,,0,0,0,0,,0.0,1.0
060855119131,Block Group 1; Census Tract 5119.13; Santa Clara County; California,1082,250001,,,0,0,0,0,,0.0,1.0
060855079031,Block Group 1; Census Tract 5079.03; Santa Clara County; California,1151,206146,,,0,0,0,0,,0.0,1.0
060855079033,Block Group 3; Census Tract 5079.03; Santa Clara County; California,1692,163786,,,2,0,0,0,0.0,0.0,1.0
060855079041,Block Group 1; Census Tract 5079.04; Santa Clara County; California,1426,239773,,,2,0,1,0,0.0,0.0,1.0
060855079042,Block Group 2; Census Tract 5079.04; Santa Clara County; California,1537,250001,,,2,0,0,1,0.0,0.0,1.0
060855119123,Block Group 3; Census Tract 5119.12; Santa Clara County; California,1646,250001,,,0,0,0,0,,0.0,1.0
060855079052,Block Group 2; Census Tract 5079.05; Santa Clara County; California,1566,241307,,,0,0,0,0,,0.0,1.0
060855079061,Block Group 1; Census Tract 5079.06; Santa Clara County; California,1322,250001,,,0,0,0,0,,0.0,1.0
060855079062,Block Group 2; Census Tract 5079.06; Santa Clara County; California,1014,250001,,,0,0,0,0,,0.0,1.0
060855119103,Block Group 3; Census Tract 5119.10; Santa Clara County; California,1361,250001,,,4,0,0,4,0.0,0.0,1.0
060855083051,Block Group 1; Census Tract 5083.05; Santa Clara County; California,1330,139722,,,5,0,0,1,0.0,0.0,1.0
060855117041,Block Group 1; Census Tract 5117.04; Santa Clara County; California,2121,250001,,,4,0,0,2,0.0,0.0,1.0
060855086021,Block Group 1; Census Tract 5086.02; Santa Clara County; California,2092,169073,,,3,0,0,0,0.0,0.0,1.0
060855085082,Block Group 2; Census Tract 5085.08; Santa Clara County; California,1120,184231,,,0,0,0,0,,0.0,1.0
060855085084,Block Group 4; Census Tract 5085.08; Santa Clara County; California,891,250001,,,0,0,0,0,,0.0,1.0
060855085091,Block Group 1; Census Tract 5085.09; Santa Clara County; California,480,166518,,,1,0,0,0,0.0,0.0,1.0
060855085092,Block Group 2; Census Tract 5085.09; Santa Clara County; California,1738,241000,,,2,0,0,1,0.0,0.0,1.0
060855118002,Block Group 2; Census Tract 5118; Santa Clara County; California,1530,163125,,,0,0,0,0,,0.0,1.0
060855085094,Block Group 4; Census Tract 5085.09; Santa Clara County; California,1518,66429,,,0,0,0,0,,0.0,1.0
060855085101,Block Group 1; Census Tract 5085.10; Santa Clara County; California,700,-666666666,,,12,0,1,5,0.0,0.0,1.0
060855118001,Block Group 1; Census Tract 5118; Santa Clara County; California,1725,249097,,,6,0,0,1,0.0,0.0,1.0
060855086011,Block Group 1; Census Tract 5086.01; Santa Clara County; California,1202,187297,,,2,0,0,1,0.0,0.0,1.0
060855086012,Block Group 2; Census Tract 5086.01; Santa Clara County; California,1581,197045,,,10,0,0,3,0.0,0.0,1.0
060855086013,Block Group 3; Census Tract 5086.01; Santa Clara County; California,1131,195938,,,0,0,0,0,,0.0,1.0
060855117072,Block Group 2; Census Tract 5117.07; Santa Clara County; California,1196,250001,,,4,0,0,0,0.0,0.0,1.0
060855083052,Block Group 2; Census Tract 5083.05; Santa Clara County; California,1084,166645,,,0,0,0,0,,0.0,1.0
060855117071,Block Group 1; Census Tract 5117.07; Santa Clara County; California,1851,197788,,,3,0,0,1,0.0,0.0,1.0
060855087051,Block Group 1; Census Tract 5087.05; Santa Clara County; California,1018,202875,,,2,0,1,1,0.0,0.0,1.0
060855087052,Block Group 2; Census Tract 5087.05; Santa Clara County; California,1830,189913,,,2,0,0,2,0.0,0.0,1.0
060855087061,Block Group 1; Census Tract 5087.06; Santa Clara County; California,1953,224493,,,0,0,0,0,,0.0,1.0
060855087062,Block Group 2; Census Tract 5087.06; Santa Clara County; California,858,153173,,,1,0,0,0,0.0,0.0,1.0
060855087063,Block Group 3; Census Tract 5087.06; Santa Clara County; California,1484,216500,,,3,0,0,0,0.0,0.0,1.0
060855087071,Block Group 1; Census Tract 5087.07; Santa Clara County; California,1736,172868,,,1,0,0,0,0.0,0.0,1.0
060855087072,Block Group 2; Census Tract 5087.07; Santa Clara County; California,2171,173942,,,4,0,1,0,0.0,0.0,1.0
060855117043,Block Group 3; Census Tract 5117.04; Santa Clara County; California,1624,250001,,,1,0,0,0,0.0,0.0,1.0
060855117042,Block Group 2; Census Tract 5117.04; Santa Clara County; California,735,250001,,,0,0,0,0,,0.0,1.0
060855089002,Block Group 2; Census Tract 5089; Santa Clara County; California,1493,196342,,,0,0,0,0,,0.0,1.0
060855085081,Block Group 1; Census Tract 5085.08; Santa Clara County; California,1290,-666666666,,,0,0,0,0,,0.0,1.0
060855118003,Block Group 3; Census Tract 5118; Santa Clara County; California,1034,127367,,,2,0,0,1,0.0,0.0,1.0
060855085071,Block Group 1; Census Tract 5085.07; Santa Clara County; California,1829,194706,,,4,0,0,1,0.0,0.0,1.0
060855085054,Block Group 4; Census Tract 5085.05; Santa Clara County; California,1089,-666666666,,,1,0,0,1,0.0,0.0,1.0
060855083053,Block Group 3; Census Tract 5083.05; Santa Clara County; California,2870,92493,,,0,0,0,0,,0.0,1.0
060855083061,Block Group 1; Census Tract 5083.06; Santa Clara County; California,692,248500,,,0,0,0,0,,0.0,1.0
060855083062,Block Group 2; Census Tract 5083.06; Santa Clara County; California,2288,250001,,,4,0,0,0,0.0,0.0,1.0
060855084011,Block Group 1; Census Tract 5084.01; Santa Clara County; California,1283,250001,,,1,0,0,0,0.0,0.0,1.0
060855084012,Block Group 2; Census Tract 5084.01; Santa Clara County; California,1195,227574,,,1,0,0,0,0.0,0.0,1.0
060855084013,Block Group 3; Census Tract 5084.01; Santa Clara County; California,1218,159307,,,1,0,0,0,0.0,0.0,1.0
060855084014,Block Group 4; Census Tract 5084.01; Santa Clara County; California,1161,198421,,,4,0,1,0,0.0,0.0,1.0
060855084015,Block Group 5; Census Tract 5084.01; Santa Clara County; California,1633,197036,,,1,0,0,0,0.0,0.0,1.0
060855119102,Block Group 2; Census Tract 5119.10; Santa Clara County; California,774,221364,,,4,0,0,1,0.0,0.0,1.0
060855084031,Block Group 1; Census Tract 5084.03; Santa Clara County; California,552,198548,,,0,0,0,0,,0.0,1.0
060855084032,Block Group 2; Census Tract 5084.03; Santa Clara County; California,1576,250001,,,5,0,1,0,0.0,0.0,1.0
060855084033,Block Group 3; Census Tract 5084.03; Santa Clara County; California,1048,250001,,,4,0,0,0,0.0,0.0,1.0
060855119101,Block Group 1; Census Tract 5119.10; Santa Clara County; California,857,215000,,,1,0,0,0,0.0,0.0,1.0
060855084042,Block Group 2; Census Tract 5084.04; Santa Clara County; California,1809,250001,,,0,0,0,0,,0.0,1.0
060855084043,Block Group 3; Census Tract 5084.04; Santa Clara County; California,1795,242188,,,0,0,0,0,,0.0,1.0
060855119072,Block Group 2; Census Tract 5119.07; Santa Clara County; California,2303,250001,,,5,0,0,0,0.0,0.0,1.0
060855119071,Block Group 1; Census Tract 5119.07; Santa Clara County; California,1793,242976,,,0,0,0,0,,0.0,1.0
060855119052,Block Group 2; Census Tract 5119.05; Santa Clara County; California,1580,250001,,,0,0,0,0,,0.0,1.0
060855085033,Block Group 3; Census Tract 5085.03; Santa Clara County; California,1031,130700,,,4,0,1,1,0.0,0.0,1.0
060855085034,Block Group 4; Census Tract 5085.03; Santa Clara County; California,1599,168910,,,1,0,0,0,0.0,0.0,1.0
060855085051,Block Group 1; Census Tract 5085.05; Santa Clara County; California,1398,250001,,,4,0,0,1,0.0,0.0,1.0
060855085052,Block Group 2; Census Tract 5085.05; Santa Clara County; California,1005,213750,,,2,0,0,0,0.0,0.0,1.0
060855085053,Block Group 3; Census Tract 5085.05; Santa Clara County; California,1341,169659,,,3,0,1,1,0.0,0.0,1.0
060855045064,Block Group 4; Census Tract 5045.06; Santa Clara County; California,1682,238484,,,0,0,0,0,,0.0,1.0
060855113012,Block Group 2; Census Tract 5113.01; Santa Clara County; California,1571,227344,,,2,0,0,0,0.0,0.0,1.0
060855045061,Block Group 1; Census Tract 5045.06; Santa Clara County; California,1708,250001,,,9,0,0,5,0.0,0.0,1.0
060855120594,Block Group 4; Census Tract 5120.59; Santa Clara County; California,2167,146100,,,4,0,1,0,0.0,0.0,1.0
060855120593,Block Group 3; Census Tract 5120.59; Santa Clara County; California,1146,191875,,,2,0,0,1,0.0,0.0,1.0
060855120592,Block Group 2; Census Tract 5120.59; Santa Clara County; California,2146,133125,,,6,0,0,3,0.0,0.0,1.0
060855033062,Block Group 2; Census Tract 5033.06; Santa Clara County; California,1902,121522,,,1,0,0,0,0.0,0.0,1.0
060855120591,Block Group 1; Census Tract 5120.59; Santa Clara County; California,1541,250001,,,0,0,0,0,,0.0,1.0
060855033121,Block Group 1; Census Tract 5033.12; Santa Clara County; California,626,141932,,,0,0,0,0,,0.0,1.0
060855033122,Block Group 2; Census Tract 5033.12; Santa Clara County; California,1879,191727,,,0,0,0,0,,0.0,1.0
060855125051,Block Group 1; Census Tract 5125.05; Santa Clara County; California,1722,139567,,,1,0,0,0,0.0,0.0,1.0
060855033131,Block Group 1; Census Tract 5033.13; Santa Clara County; California,1558,250001,,,0,0,0,0,,0.0,1.0
060855033132,Block Group 2; Census Tract 5033.13; Santa Clara County; California,1550,219615,,,1,0,0,0,0.0,0.0,1.0
060855033133,Block Group 3; Census Tract 5033.13; Santa Clara County; California,1341,172500,,,0,0,0,0,,0.0,1.0
060855022021,Block Group 1; Census Tract 5022.02; Santa Clara County; California,1400,120341,,,5,0,0,2,0.0,0.0,1.0
060855033152,Block Group 2; Census Tract 5033.15; Santa Clara County; California,903,67386,,,13,0,0,5,0.0,0.0,1.0
060855033153,Block Group 3; Census Tract 5033.15; Santa Clara County; California,3105,158594,,,0,0,0,0,,0.0,1.0
060855033154,Block Group 4; Census Tract 5033.15; Santa Clara County; California,1724,145481,,,0,0,0,0,,0.0,1.0
060855033211,Block Group 1; Census Tract 5033.21; Santa Clara County; California,2130,149722,,,2,0,0,1,0.0,0.0,1.0
060855120583,Block Group 3; Census Tract 5120.58; Santa Clara County; California,2774,104135,,,0,0,0,0,,0.0,1.0
060855033221,Block Group 1; Census Tract 5033.22; Santa Clara County; California,1610,138913,,,1,0,0,0,0.0,0.0,1.0
